id,name,position,school,nationality,height,weight,wingspan,age,tier,ranking,stats,analysis,strengths,weaknesses,image,displayinfo,created_at,displayInfo,draftClass,eligibilityStatus,verified,region,team,trending,ranking_espn,ranking_247,ppg,apg,rpg,fg_pct,three_pct,ft_pct,bpg,spg,high_school_team,comparison,scope,source,last_verified_at,api_basketball_id,games_played,total_points,total_field_goal_attempts,two_pt_makes,two_pt_attempts,three_pt_makes,three_pt_attempts,ft_makes,ft_attempts,total_rebounds,total_assists,minutes_played,turnovers,total_blocks,total_steals,ts_percent,efg_percent,orb_percent,drb_percent,trb_percent,ast_percent,tov_percent,stl_percent,blk_percent,usg_percent,total_s_percent,ppr,pp_s,ortg,drtg,win_shares,vorp,bpm,athleticism,strength,speed,shooting,ball_handling,defense,basketball_iq,leadership,improvement,competition_level,coachability,work_ethic,per,games_started,motor,badges,ncaa_raw_stats,conference,league,stats-season,high_school_stats,qualitative_traits,qualitative_archetypes
dewayne-brown-2025,Dewayne Brown,SG,IMG Academy (FL),🇺🇸,,,,,,41,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,IMG Academy (FL),stable,72,111,,,,,0.391,,0.5,2.4,IMG Academy (FL),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
dorian-jones-2025,Dorian Jones,SF,Brewster Academy (NH),🇺🇸,"{""us"":""6'5"",""intl"":196}","{""us"":175,""intl"":79}",,,,47,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Brewster Academy (NH),stable,81,88,,,,,0.356,,1.1,1.9,Brewster Academy (NH),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
dwayne-aristode-rivals-2025,Dwayne Aristode,SG,Brewster Academy (NH),🇺🇸,"{""us"":""6'7"",""intl"":201}","{""us"":210,""intl"":95}",,,,72,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Brewster Academy (NH),stable,38,29,,,,,0.398,,0.7,1.8,Brewster Academy (NH),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
e0b34445-821b-4bf2-812b-62861241733e,Vitor Brandão,PG,Paulistano,🇧🇷,"{""us"":""6'1"",""intl"":185}","{""us"":""190 lbs"",""intl"":""86 kg""}",75.5,21,Second Round,88,,,,,,,2025-08-18 04:53:08.919+00,,2026,,false,Brazil,Paulistano,,,,8.1,2,2.6,0.391,0.345,0.797,0,0.8,Paulistano,,international,RealGM_2024_Enhanced_Scraper,2025-08-18 04:53:09.445974+00,,36,290,261,,,39,113,47,59,94,73,873.3,52,1,30,0.505,0.466,2.1,12,6.9,14.9,15.3,1.9,0.1,18.4,,,,101.1,106.8,,,,,,,,,,,,,,,,11.3,25,,[],,,NBB,"""2024-25""",,"{""high_motor"":false,""elite_passer"":false,""well_rounded"":true,""long_wingspan"":false,""rim_protector"":false,""volume_scorer"":false,""elite_defender"":false,""solid_defender"":true,""tall_playmaker"":false,""low_athleticism"":true,""off_ball_threat"":false,""low_usage_player"":false,""versatile_scorer"":true,""athletic_finisher"":false,""improving_shooter"":true,""developing_shooter"":false,""high_basketball_iq"":true,""high_ft_percentage"":false,""high_usage_playmaker"":true,""strong_perimeter_defender"":false,""catch_and_shoot_specialist"":false,""good_rebounder_for_position"":true,""strong_rebounder_for_position"":false}","[""ALL_AROUND"",""PURE_PLAYMAKER""]"
ed90a6db-9c0e-4784-8759-8149a01d93d2,Luka Dončić,PG,Real Madrid,🇸🇮,"{""us"":""6'7\""""}","{""us"":""218 lbs"",""intl"":""99 kg""}","7'2\""",19,,,,,,,,,2025-08-08 23:25:19.057766+00,,2018,,,,,,3,3,16,4.3,4.8,0.451,0.329,0.816,0,1.1,,,,,2025-08-08 23:25:19.057766+00,,30,,,,,49,150,82,100,,,,,,,0.589,,2,,8,25,0.15,1.5,0.5,26.1,,,,,,2.5,,5,,,,,,,,,,,,,19.8,,,[],,,EuroLeague,"""2017-18""",,,
eduardo-klafke-ncaa,Eduardo Klafke,SG,Ole Miss,🇧🇷,"{""us"":""6'5"",""intl"":196}","{""us"":195,""intl"":88}",,19,,95,,,,,,,2025-08-03 06:17:29.196882+00,,2026,Elegível,true,BRAZIL,Ole Miss,,,,1.4,0.4,1.1,0.444,0.481,0.545,0.2,0.4,Ole Miss,,NBA_DRAFT,,2025-08-03 17:10:50.623201+00,,36,51,36,3,9,13,27,6,11,38,15,358,11,7,16,0.619,0.625,2.5,9.8,6.1,6.8,21.1,2.6,2.5,7.4,,,,112.1,105.9,0.7,,3.7,7,6,6,8,5,8,8,7,8,7,9,9,8.3,0,,[],"{""awards"":[""8""],""totals"":{""fg"":16,""ft"":6,""mp"":358,""pf"":36,""ast"":15,""blk"":7,""drb"":30,""fg2"":3,""fg3"":13,""fga"":36,""fta"":11,""orb"":8,""pos"":""G"",""pts"":51,""stl"":16,""tov"":11,""trb"":38,""fg2a"":9,""fg3a"":27,""class"":""FR"",""games"":36,""awards"":"""",""fg_pct"":0.444,""ft_pct"":0.545,""efg_pct"":0.625,""fg2_pct"":0.333,""fg3_pct"":0.481,""conf_abbr"":""SEC"",""games_started"":0,""team_name_abbr"":""Ole Miss""},""perGame"":{""pos"":""G"",""class"":""FR"",""games"":36,""awards"":"""",""fg_pct"":0.444,""ft_pct"":0.545,""efg_pct"":0.625,""fg2_pct"":0.333,""fg3_pct"":0.481,""fg_per_g"":0.4,""ft_per_g"":0.2,""mp_per_g"":9.9,""pf_per_g"":1,""ast_per_g"":0.4,""blk_per_g"":0.2,""conf_abbr"":""SEC"",""drb_per_g"":0.8,""fg2_per_g"":0.1,""fg3_per_g"":0.4,""fga_per_g"":1,""fta_per_g"":0.3,""orb_per_g"":0.2,""pts_per_g"":1.4,""stl_per_g"":0.4,""tov_per_g"":0.3,""trb_per_g"":1.1,""fg2a_per_g"":0.3,""fg3a_per_g"":0.8,""games_started"":0,""team_name_abbr"":""Ole Miss""},""perPoss"":{""mp"":358,""pos"":""G"",""class"":""FR"",""games"":36,""awards"":"""",""fg_pct"":0.444,""ft_pct"":0.545,""def_rtg"":105.9,""efg_pct"":0.625,""fg2_pct"":0.333,""fg3_pct"":0.481,""off_rtg"":112.1,""conf_abbr"":""SEC"",""fg_per_poss"":2.6,""ft_per_poss"":1,""pf_per_poss"":5.8,""ast_per_poss"":2.4,""blk_per_poss"":1.1,""drb_per_poss"":4.8,""fg2_per_poss"":0.5,""fg3_per_poss"":2.1,""fga_per_poss"":5.8,""fta_per_poss"":1.8,""orb_per_poss"":1.3,""pts_per_poss"":8.2,""stl_per_poss"":2.6,""tov_per_poss"":1.8,""trb_per_poss"":6.1,""fg2a_per_poss"":1.5,""fg3a_per_poss"":4.4,""games_started"":0,""team_name_abbr"":""Ole Miss""},""advanced"":{""mp"":358,""ws"":0.7,""bpm"":3.7,""dws"":0.5,""ows"":0.2,""per"":8.3,""pos"":""G"",""dbpm"":4,""obpm"":-0.3,""class"":""FR"",""games"":36,""pprod"":54,""awards"":"""",""ts_pct"":0.619,""ast_pct"":6.8,""blk_pct"":2.5,""drb_pct"":9.8,""orb_pct"":2.5,""stl_pct"":2.6,""tov_pct"":21.1,""trb_pct"":6.1,""usg_pct"":7.4,""conf_abbr"":""SEC"",""ws_per_40"":0.081,""games_started"":0,""team_name_abbr"":""Ole Miss"",""fta_per_fga_pct"":0.306,""fg3a_per_fga_pct"":0.75},""perMinute"":{""mp"":358,""pos"":""G"",""class"":""FR"",""games"":36,""awards"":"""",""fg_pct"":0.444,""ft_pct"":0.545,""efg_pct"":0.625,""fg2_pct"":0.333,""fg3_pct"":0.481,""conf_abbr"":""SEC"",""fg_per_min"":1.8,""ft_per_min"":0.7,""pf_per_min"":4,""ast_per_min"":1.7,""blk_per_min"":0.8,""drb_per_min"":3.4,""fg2_per_min"":0.3,""fg3_per_min"":1.5,""fga_per_min"":4,""fta_per_min"":1.2,""orb_per_min"":0.9,""pts_per_min"":5.7,""stl_per_min"":1.8,""tov_per_min"":1.2,""trb_per_min"":4.2,""fg2a_per_min"":1,""fg3a_per_min"":3,""games_started"":0,""team_name_abbr"":""Ole Miss""}}",,NCAA,"""2024-25""",,"{""high_motor"":true,""elite_passer"":false,""well_rounded"":false,""elite_shooter"":true,""long_wingspan"":true,""rim_protector"":false,""volume_scorer"":false,""elite_defender"":true,""solid_defender"":true,""tall_playmaker"":false,""low_athleticism"":true,""off_ball_threat"":true,""low_usage_player"":true,""versatile_scorer"":false,""athletic_finisher"":false,""improving_shooter"":false,""developing_shooter"":false,""high_basketball_iq"":true,""high_ft_percentage"":false,""versatile_defender"":true,""high_usage_playmaker"":false,""strong_perimeter_defender"":true,""catch_and_shoot_specialist"":true,""strong_rebounder_for_position"":false}","[""SHOOTING_SPECIALIST"",""TWO_WAY_PLAYER""]"
elzie-harrington-2025,Elzie Harrington,SF,Prolific Prep (CA),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":180,""intl"":82}",,,,42,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Prolific Prep (CA),stable,73,139,,,,,0.367,,0.9,1.8,Prolific Prep (CA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
eric-reibe-rivals-2025,Eric Reibe,C,Brewster Academy (NH),🇩🇪,"{""us"":""6'11"",""intl"":211}","{""us"":230,""intl"":104}",,,,15,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Brewster Academy (NH),stable,23,36,,,,,0.298,,3.4,0.9,Brewster Academy (NH),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":2.1,""3pa"":2.6,""3pm"":0.9,""ast"":1.6,""blk"":0.7,""fga"":10.7,""fgm"":6.3,""fta"":3.6,""ftm"":2,""min"":""23:41"",""pts"":15.4,""reb"":5,""stl"":0.7,""tov"":1.4,""3p_pct"":33.3,""fg_pct"":58.7,""ft_pct"":56,""league"":""U19 World Cup"",""season"":""2025"",""games_played"":7}}",,
fb7b4f3f-41e7-426a-957a-48ff6191f3d0,Sadiq White Jr.,,,,,,,,,,,,,,,,2025-09-09 17:12:47.860352+00,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,2025-09-09 17:12:47.860352+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":59,""to"":70,""3pa"":4,""3pm"":0,""ast"":41,""blk"":52,""fga"":306,""fgm"":204,""fta"":121,""ftm"":64,""min"":588,""pps"":1.5,""pts"":472,""reb"":158,""stl"":32,""2fga"":302,""2fgm"":204,""dreb"":88,""oreb"":70,""3p_pct"":0,""fg_pct"":67,""ft_pct"":53,""league"":""Varsity"",""season"":""2023-24"",""2fg_pct"":68,""afg_pct"":67,""games_played"":28}}",,
hudson-greer-2025,Hudson Greer,PF,Prolific Prep (CA),🇺🇸,"{""us"":""6'7"",""intl"":201}","{""us"":200,""intl"":91}",,,,26,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Prolific Prep (CA),stable,41,58,,,,,0.345,,1.4,1.7,Prolific Prep (CA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
isaiah-sealy-2025,Isaiah Sealy,PF,Roselle Catholic (NJ),🇺🇸,"{""us"":""6'8"",""intl"":203}","{""us"":210,""intl"":95}",,,,38,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Roselle Catholic (NJ),stable,69,112,,,,,0.323,,2.1,1.5,Roselle Catholic (NJ),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
isiah-harwell-espn-2025,Isiah Harwell,SF,Prolific Prep (CA),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":200,""intl"":91}",,,,11,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Prolific Prep (CA),stable,14,16,,,,,0.374,,1.2,2.1,Prolific Prep (CA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":0,""to"":0,""3pa"":13,""3pm"":11,""ast"":8,""blk"":5,""fga"":29,""fgm"":37,""fta"":8,""ftm"":7,""min"":0,""pps"":4,""pts"":117,""reb"":24,""stl"":10,""2fga"":16,""2fgm"":26,""dreb"":0,""oreb"":0,""3p_pct"":85,""fg_pct"":0,""ft_pct"":88,""league"":""Varsity"",""season"":""2024-25"",""2fg_pct"":0,""afg_pct"":147,""games_played"":9}}",,
jack-mccaffery-2025,Jack McCaffery,PG,Gonzaga Prep (WA),🇺🇸,"{""us"":""6'8"",""intl"":203}","{""us"":205,""intl"":93}",,,,57,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Gonzaga Prep (WA),stable,93,143,,,,,0.421,,0.4,2.2,Gonzaga Prep (WA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
jaden-toombs-espn-2025,Jaden Toombs,C,Wasatch Academy (UT),🇺🇸,"{""us"":""6'10"",""intl"":208}","{""us"":225,""intl"":102}",,,,20,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Wasatch Academy (UT),stable,34,30,,,,,0.289,,2.9,1.2,Wasatch Academy (UT),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":0,""to"":0,""3pa"":10,""3pm"":5,""ast"":83,""blk"":52,""fga"":389,""fgm"":242,""fta"":80,""ftm"":66,""min"":0,""pps"":1.4,""pts"":555,""reb"":359,""stl"":5,""2fga"":379,""2fgm"":237,""dreb"":190,""oreb"":169,""3p_pct"":50,""fg_pct"":62,""ft_pct"":83,""league"":""Varsity"",""season"":""2024-25"",""2fg_pct"":63,""afg_pct"":63,""games_played"":35}}",,
jalen-haralson-espn-2025,Jalen Haralson,SF,La Lumiere School (IN),🇺🇸,"{""us"":""6'7"",""intl"":201}","{""us"":215,""intl"":98}",,,,75,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,La Lumiere School (IN),stable,19,18,,,,,0.356,,1.4,1.7,La Lumiere School (IN),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,"{""season_total"":{""pf"":51,""to"":84,""3pa"":46,""3pm"":12,""ast"":90,""blk"":6,""fga"":369,""fgm"":195,""fta"":183,""ftm"":129,""min"":0,""pps"":1.4,""pts"":531,""reb"":176,""stl"":25,""2fga"":323,""2fgm"":183,""dreb"":121,""oreb"":53,""3p_pct"":26,""fg_pct"":53,""ft_pct"":70,""league"":""Varsity"",""season"":""2022-23"",""2fg_pct"":57,""afg_pct"":54,""games_played"":23}}",,
jalen-reece-2025,Jalen Reece,PG,Paul VI (VA),🇺🇸,"{""us"":""6'0"",""intl"":183}","{""us"":170,""intl"":77}",,,,36,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Paul VI (VA),stable,66,79,,,,,0.407,,0.5,2.1,Paul VI (VA),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
jamarion-batemon-2025,Jamarion Batemon,PG,Link Academy (MO),🇺🇸,"{""us"":""6'3"",""intl"":191}","{""us"":175,""intl"":79}",,,,44,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Link Academy (MO),stable,77,42,,,,,0.385,,0.4,2.6,Link Academy (MO),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
jamarion-davis-fleming-2025,Jamarion Davis-Fleming,SF,Brewster Academy (NH),🇺🇸,,,,,,60,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Brewster Academy (NH),stable,97,128,,,,,0.356,,1,1.9,Brewster Academy (NH),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
jamier-jones-rivals-2025,Jamier Jones,SF,Link Academy (MO),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":200,""intl"":91}",,,,22,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Link Academy (MO),stable,44,43,,,,,0.367,,1.1,2.3,Link Academy (MO),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
jasper-johnson-espn-2025,Jasper Johnson,SG,Link Academy (MO),🇺🇸,"{""us"":""6'5"",""intl"":196}","{""us"":190,""intl"":86}",,,,10,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Link Academy (MO),stable,18,24,15.1,0.9,7.4,0.579,0.333,0.867,0.2,1.2,Link Academy (MO),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,17,257,164,93,158,2,6,65,75,125,15,427,23,3,21,0.644,,,,17.7,9.8,10.3,,0.5,27,,,,,,2.6,,,,,,,,,,,,,,,,13,,[],"{""awards"":[""32""],""totals"":{""fg"":95,""ft"":65,""mp"":427,""pf"":28,""ast"":15,""blk"":3,""drb"":75,""fg2"":93,""fg3"":2,""fga"":164,""fta"":75,""orb"":50,""pos"":""F"",""pts"":257,""stl"":21,""tov"":23,""trb"":125,""fg2a"":158,""fg3a"":6,""class"":""JR"",""games"":17,""awards"":"""",""fg_pct"":0.579,""ft_pct"":0.867,""efg_pct"":0.585,""fg2_pct"":0.589,""fg3_pct"":0.333,""conf_abbr"":""CUSA"",""games_started"":13,""team_name_abbr"":""Southern Mississippi""},""perGame"":{""pos"":""F"",""class"":""JR"",""games"":17,""awards"":"""",""fg_pct"":0.579,""ft_pct"":0.867,""efg_pct"":0.585,""fg2_pct"":0.589,""fg3_pct"":0.333,""fg_per_g"":5.6,""ft_per_g"":3.8,""mp_per_g"":25.1,""pf_per_g"":1.6,""ast_per_g"":0.9,""blk_per_g"":0.2,""conf_abbr"":""CUSA"",""drb_per_g"":4.4,""fg2_per_g"":5.5,""fg3_per_g"":0.1,""fga_per_g"":9.6,""fta_per_g"":4.4,""orb_per_g"":2.9,""pts_per_g"":15.1,""stl_per_g"":1.2,""tov_per_g"":1.4,""trb_per_g"":7.4,""fg2a_per_g"":9.3,""fg3a_per_g"":0.4,""games_started"":13,""team_name_abbr"":""Southern Mississippi""},""perPoss"":{""mp"":427,""pos"":""F"",""class"":""JR"",""games"":17,""awards"":"""",""conf_abbr"":""CUSA"",""games_started"":13,""team_name_abbr"":""Southern Mississippi""},""advanced"":{""mp"":427,""ws"":2.6,""dws"":0.5,""ows"":2,""pos"":""F"",""class"":""JR"",""games"":17,""awards"":"""",""ts_pct"":0.644,""ast_pct"":9.8,""blk_pct"":0.5,""tov_pct"":10.3,""trb_pct"":17.7,""usg_pct"":27,""conf_abbr"":""CUSA"",""ws_per_40"":0.239,""games_started"":13,""team_name_abbr"":""Southern Mississippi"",""fta_per_fga_pct"":0.457,""fg3a_per_fga_pct"":0.037},""perMinute"":{""mp"":427,""pos"":""F"",""class"":""JR"",""games"":17,""awards"":"""",""fg_pct"":0.579,""ft_pct"":0.867,""efg_pct"":0.585,""fg2_pct"":0.589,""fg3_pct"":0.333,""conf_abbr"":""CUSA"",""fg_per_min"":8.9,""ft_per_min"":6.1,""pf_per_min"":2.6,""ast_per_min"":1.4,""blk_per_min"":0.3,""drb_per_min"":7,""fg2_per_min"":8.7,""fg3_per_min"":0.2,""fga_per_min"":15.4,""fta_per_min"":7,""orb_per_min"":4.7,""pts_per_min"":24.1,""stl_per_min"":2,""tov_per_min"":2.2,""trb_per_min"":11.7,""fg2a_per_min"":14.8,""fg3a_per_min"":0.6,""games_started"":13,""team_name_abbr"":""Southern Mississippi""}}",,,,"{""season_total"":{""pf"":2.9,""to"":3.5,""3pa"":6.2,""3pm"":2.3,""ast"":5.8,""blk"":0.5,""dnk"":0.5,""fga"":15.1,""fgm"":7.5,""fta"":4,""ftm"":3,""min"":31.1,""pts"":20.3,""reb"":5.9,""stl"":1.8,""2fga"":8.9,""2fgm"":5.3,""dreb"":4.6,""oreb"":1.3,""3p_pct"":36.3,""fg_pct"":49.7,""ft_pct"":74.1,""league"":""Overtime Elite"",""season"":""2024-25"",""2fg_pct"":59,""plus_minus"":9.4,""games_played"":20}}",,
jeremiah-green-2025,Jeremiah Green,C,Roselle Catholic (NJ),🇺🇸,,,,,,65,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Roselle Catholic (NJ),stable,,138,,,,,0.245,,3.4,0.9,Roselle Catholic (NJ),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
jermaine-oneal-jr-2025,Jermaine O'Neal Jr.,PF,Overtime Elite,🇺🇸,"{""us"":""6'4"",""intl"":193}","{""us"":175,""intl"":79}",,,,50,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Overtime Elite,stable,84,115,,,,,0.323,,1.8,1.4,Overtime Elite,,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,Overtime Elite,,,,
jordan-scott-2025,Jordan Scott,PF,Roselle Catholic (NJ),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":180,""intl"":82}",,,,52,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Roselle Catholic (NJ),stable,86,54,,,,,0.334,,1.6,1.5,Roselle Catholic (NJ),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
kai-rogers-2025,Kai Rogers,SG,Sol Davis Prep (TX),🇺🇸,,,,,,53,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Sol Davis Prep (TX),stable,88,109,,,,,0.415,,0.5,2.1,Sol Davis Prep (TX),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
kareem-stagg-2025,Kareem Stagg,C,Huntington Prep (WV),🇺🇸,"{""us"":""6'8"",""intl"":203}","{""us"":205,""intl"":93}",,,,55,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Huntington Prep (WV),stable,89,70,,,,,0.267,,3.1,1,Huntington Prep (WV),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
kayden-edwards-2025,Kayden Edwards,PF,Huntington Prep (WV),🇺🇸,"{""us"":""6'8"",""intl"":203}","{""us"":210,""intl"":95}",,,,32,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,Huntington Prep (WV),stable,61,49,,,,,0.334,,1.9,1.6,Huntington Prep (WV),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
kayden-mingo-2025,Kayden Mingo,SF,IMG Academy (FL),🇺🇸,"{""us"":""6'6"",""intl"":198}","{""us"":190,""intl"":86}",,,,25,{},,[],,,,2025-07-26 19:58:00.598164+00,{},2026,High School prospect - Draft Eligible 2026,false,USA,IMG Academy (FL),stable,39,34,,,,,0.391,,0.8,2.3,IMG Academy (FL),,NBA_DRAFT,,2025-07-30 16:21:46.503949+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,
